episode,step,action,reward,total_reward,terminated,truncated,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43
0,10,3,0.016804088507719042,3.286647635163586,False,False,0.45573938674549425,0.0004,0.4492467447238627,0.07448441188376151,-0.10443356007408132,0.1263659988657855,0.21204669189661807,0.23410186638775368,-0.1015157055764568,0.1527693829701434,0.36442330375396625,0.6052077882809148,0.2854053990893802,0.42234704429568865,0.9158094061587794,0.6227991322301283,0.3290658223053644,0.4347636895697641,0.8862220483535761,0.627243076678028,0.31897910286587905,0.4563415406452085,0.8177658031865311,0.6309981015739318,0.3184678811264265,0.46776885945858265,0.3508612774745018,0.6283574420330951,0.30081780470421793,0.4728541427314735,0.04925565439622959,0.6317644814069061,0.28680243024196744,0.4902305305460542,0.4301327512026869,0.41523954722152595,5.6221883468935285,5.88714631907525,0.6369942245971457,0.4032031539637218,5.719888921153331,5.975471762027625,-0.2692982456140351,-0.2692982456140351
0,11,3,0.13280434431895555,3.4194519794825418,False,False,0.45336581673250076,0.00045,0.9158094061587794,0.06543078378574935,0.03906582230536439,0.14476368956976407,0.8862220483535761,0.07834316679132945,0.028979102865879063,0.16634154064520848,0.8177658031865311,0.09158565273626311,0.028467881126426467,0.17776885945858265,0.3508612774745018,0.08513379739473416,0.010817804704217907,0.18285414273147352,0.04925565439622959,0.10855532118541446,-0.003197569758032538,0.20023053054605422,0.4301327512026869,0.39875380440149727,5.3321883468935285,5.59714631907525,0.6369942245971457,0.38652739080015985,5.4298889211533305,5.685471762027625,0.85954204638724,0.3392893803760463,7.015149797279881,7.284526407311094,0.7203306445654583,0.3394216653355477,7.874287736876083,8.13444158113829,0.19909764480261782,0.336206349681449,7.884784268063421,8.153039435216892,-0.2845614035087719,-0.2845614035087719
0,12,3,0.6687409088613124,4.088192888343854,False,False,0.4550465692235587,0.0005,0.9158094061587794,0.0240084187490744,-0.025934177694635612,0.07976368956976405,0.8862220483535761,0.011993957888397038,-0.03602089713412094,0.10134154064520848,0.3508612774745018,0.02336996195775962,-0.054182195295782096,0.11785414273147353,0.04925565439622959,0.05974249941101276,-0.06819756975803254,0.13523053054605422,0.4301327512026869,0.45781576766242854,5.267188346893528,5.53214631907525,0.6369942245971457,0.4451573146288717,5.36488892115333,5.620471762027625,0.85954204638724,0.3669933576112755,6.950149797279881,7.219526407311094,0.7203306445654583,0.34463246168703837,7.809287736876082,8.069441581138289,0.19909764480261782,0.3410840084036533,7.819784268063421,8.088039435216892,0.9493063965750885,0.3356190191668489,7.842056179936764,8.09216989458907,-0.2879824561403509,-0.2879824561403509
0,13,1,0.8387068684088961,4.92689975675275,False,False,0.45514084844778996,0.00055,0.8862220483535761,0.010856274778133683,-0.039354230467454274,0.09800820731187514,0.3508612774745018,0.022793333326930263,-0.05751552862911543,0.1145208093981402,0.04925565439622959,0.05938816317735206,-0.07153090309136587,0.1318971972127209,0.4301327512026869,0.46320142348008997,5.263855013560195,5.528812985741917,0.6369942245971457,0.4505270161802543,5.361555587819997,5.617138428694291,0.85954204638724,0.37033080547805414,6.946816463946548,7.21619307397776,0.7203306445654583,0.34632407684494343,7.805954403542749,8.066108247804957,0.19909764480261782,0.3427602054267419,7.816450934730088,8.084706101883558,0.9493063965750885,0.3372912534625024,7.838722846603431,8.088836561255736,0.33628102703778384,0.3487198021145832,7.890609404163506,8.118909588169629,-0.2881578947368421,-0.2881578947368421
0,14,1,0.7853895189880081,5.712289275740758,False,False,0.4552320261049209,0.0006,0.3508612774745018,0.02257448472730575,-0.060848861962448764,0.11118747606480686,0.04925565439622959,0.0593224721740825,-0.07486423642469921,0.12856386387938756,0.4301327512026869,0.46897316839354763,5.260521680226861,5.525479652408584,0.6369942245971457,0.4562844416844639,5.358222254486663,5.613805095360958,0.85954204638724,0.3740719164260405,6.943483130613214,7.2128597406444275,0.7203306445654583,0.3483993404717185,7.802621070209415,8.062774914471623,0.19909764480261782,0.34482126605794783,7.813117601396754,8.081372768550226,0.9493063965750885,0.33935077326590585,7.835389513270098,8.085503227922402,0.33628102703778384,0.3506277972813607,7.887276070830173,8.115576254836295,0.32713958072426697,0.3513489219264787,7.902392608281678,8.118541842127303,-0.28833333333333333,-0.28833333333333333
0,15,1,0.12310363603103934,5.835392911771797,False,False,0.4553321684891383,0.00065,0.04925565439622959,0.059686722273851946,-0.07819756975803253,0.1252305305460542,0.4301327512026869,0.4752876299914507,5.257188346893528,5.52214631907525,0.6369942245971457,0.4625863125542243,5.35488892115333,5.6104717620276245,0.85954204638724,0.37838826463980296,6.940149797279881,7.2095264073110945,0.7203306445654583,0.3510301767733646,7.7992877368760825,8.05944158113829,0.19909764480261782,0.34743920517683186,7.809784268063421,8.078039435216892,0.9493063965750885,0.3419697904112265,7.832056179936764,8.08216989458907,0.33628102703778384,0.3530854818803035,7.883942737496839,8.112242921502961,0.32713958072426697,0.3537815273488885,7.899059274948345,8.11520850879397,0.04464217896438749,0.33757423027123046,7.927226368484627,8.15553217416648,-0.28850877192982455,-0.28850877192982455
0,16,5,0.0,5.835392911771797,False,False,0.4072607661260478,0.00065,0.4301327512026869,0.2586563485319118,4.257188346893527,4.522146319075249,0.6369942245971457,0.2501934663272307,4.3548889211533295,4.610471762027624,0.85954204638724,0.08827850072664756,5.94014979727988,6.209526407311094,0.7203306445654583,1.2008730174208104e-05,6.799287736876082,7.05944158113829,0.19909764480261782,0.0037926958817109204,6.80978426806342,7.0780394352168905,0.9493063965750885,0.009507461008715103,6.832056179936762,7.082169894589069,0.33628102703778384,0.008378730314497594,6.883942737496839,7.11224292150296,0.32713958072426697,0.009732611173380914,6.8990592749483435,7.11520850879397,0.04464217896438749,0.01612674551002385,6.927226368484626,7.15553217416648,0.5747376093551825,0.015285869157727724,6.923047183021105,7.167617108960245,-0.341140350877193,-0.341140350877193
0,17,0,0.0,5.835392911771797,False,False,0.5689083393876184,0.00065,0.4301327512026869,1.0342255063481642,3.2571883468935283,3.52214631907525,0.6369942245971457,1.0210443735742871,3.3548889211533304,3.610471762027625,0.85954204638724,1.0258837317165854,4.940149797279881,5.2095264073110945,0.7203306445654583,1.0242657003628555,5.7992877368760825,6.05944158113829,0.19909764480261782,1.0203228611446946,5.809784268063421,6.078039435216892,0.9493063965750885,1.0141183530097262,5.832056179936764,6.082169894589069,0.33628102703778384,1.0282165864943997,5.883942737496839,6.112242921502961,0.32713958072426697,1.0292215651767973,5.899059274948345,6.11520850879397,0.04464217896438749,1.0108181387557684,5.927226368484627,6.15553217416648,0.5747376093551825,1.0126421851247565,5.923047183021106,6.167617108960247,-0.3937719298245614,-0.3937719298245614
0,18,0,0.0,5.835392911771797,False,False,0.7509066772644282,0.00065,0.4301327512026869,1.0240640413927427,2.2571883468935283,2.52214631907525,0.6369942245971457,1.006109916956108,2.3548889211533304,2.610471762027625,0.85954204638724,1.0144778476247425,3.940149797279881,4.2095264073110945,0.7203306445654583,1.0137278114420132,4.7992877368760825,5.05944158113829,0.19909764480261782,1.0092629257744268,4.809784268063421,5.078039435216892,0.9493063965750885,1.0022291194868602,4.832056179936764,5.082169894589069,0.33628102703778384,1.0183090917372546,4.883942737496839,5.112242921502961,0.32713958072426697,1.01946006411036,4.899059274948345,5.11520850879397,0.04464217896438749,0.9986533719256802,4.927226368484627,5.15553217416648,0.5747376093551825,1.0007279833956184,4.923047183021106,5.167617108960247,-0.4464035087719298,-0.4464035087719298
0,19,0,0.0,5.835392911771797,False,False,0.9329053141473611,0.00065,0.4301327512026869,1.0152500042638766,1.257188346893528,1.5221463190752502,0.6369942245971457,0.9859582415229723,1.3548889211533302,1.6104717620276248,0.85954204638724,1.0040174655469383,2.940149797279881,3.209526407311094,0.7203306445654583,1.0049097763184618,3.7992877368760825,4.05944158113829,0.19909764480261782,0.999583614561909,3.8097842680634204,4.078039435216892,0.9493063965750885,0.9911832476255917,3.832056179936764,4.082169894589069,0.33628102703778384,1.0105317384726575,3.8839427374968394,4.112242921502961,0.32713958072426697,1.0119230347763877,3.899059274948345,4.11520850879397,0.04464217896438749,0.9871639681218443,3.9272263684846274,4.15553217416648,0.5747376093551825,0.9896504404763574,3.9230471830211067,4.167617108960247,-0.4990350877192982,-0.4990350877192982
0,20,5,0.0,5.835392911771797,False,False,0.9028371234400662,0.00065,0.4301327512026869,0.028116590301830155,0.25718834689352815,0.5221463190752502,0.6369942245971457,0.06995480294661982,0.35488892115333026,0.6104717620276248,0.85954204638724,0.07211427891581366,1.940149797279881,2.209526407311094,0.7203306445654583,0.006872289215317218,2.7992877368760825,3.0594415811382896,0.19909764480261782,2.1746104561746463e-05,2.8097842680634204,3.0780394352168923,0.9493063965750885,0.010847753371709689,2.832056179936764,3.0821698945890694,0.33628102703778384,0.01559278087147159,2.8839427374968394,3.1122429215029617,0.32713958072426697,0.017661252816627695,2.899059274948345,3.1152085087939696,0.04464217896438749,0.017403140875701117,2.9272263684846274,3.15553217416648,0.5747376093551825,0.01489830021065246,2.9230471830211067,3.167617108960247,-0.5516666666666666,-0.5516666666666666
0,21,1,0.18501418365719255,6.02040709542899,False,False,0.8897354413623887,0.0007,0.6369942245971457,0.2125753958202089,0.09322225448666359,0.34880509536095816,0.85954204638724,0.41773685874668465,1.6784831306132142,1.9478597406444276,0.7203306445654583,0.3512756388764868,2.5376210702094157,2.797774914471623,0.19909764480261782,0.3512183188699825,2.548117601396754,2.8163727685502256,0.9493063965750885,0.35210599761940786,2.570389513270097,2.8205032279224027,0.33628102703778384,0.3440588359660818,2.6222760708301727,2.850576254836295,0.32713958072426697,0.3429761513068761,2.637392608281678,2.8535418421273033,0.04464217896438749,0.3457332183864961,2.6655597018179606,2.893865507499813,0.5747376093551825,0.34473921937306173,2.66138051635444,2.9059504422935802,0.3585626854296182,0.33808724064943363,2.691916101312575,2.917399044090289,-0.5654385964912281,-0.5654385964912281
0,22,1,0.40576164217011895,6.426168737599109,False,False,0.8848231166202336,0.00075,0.85954204638724,0.490142483211178,1.565149797279881,1.834526407311094,0.7203306445654583,0.43137094651985824,2.4242877368760825,2.6844415811382896,0.19909764480261782,0.42835153008765153,2.4347842680634204,2.7030394352168923,0.9493063965750885,0.424435104905967,2.457056179936764,2.7071698945890694,0.33628102703778384,0.42791033679251317,2.5089427374968394,2.7372429215029617,0.32713958072426697,0.4276912324711861,2.524059274948345,2.7402085087939696,0.04464217896438749,0.41631688622655144,2.5522263684846274,2.78053217416648,0.5747376093551825,0.4168245945474437,2.5480471830211067,2.792617108960247,0.3585626854296182,0.42230617240844953,2.578582767979242,2.8040657107569555,0.11481938707886141,0.4184321278474787,2.549457922777101,2.817251215435608,-0.5714035087719298,-0.5714035087719298
0,23,0,0.0,6.426168737599109,False,False,1.0,0.00075,0.85954204638724,0.98003178382284,0.565149797279881,0.8345264073110942,0.7203306445654583,0.9949463533214692,1.4242877368760825,1.6844415811382896,0.19909764480261782,0.9825855733909752,1.4347842680634206,1.7030394352168923,0.9493063965750885,0.9631756163461503,1.4570561799367638,1.7071698945890694,0.33628102703778384,1.0084443597060804,1.5089427374968394,1.7372429215029614,0.32713958072426697,1.0116567597029849,1.5240592749483448,1.7402085087939698,0.04464217896438749,0.9558248678372422,1.5522263684846271,1.78053217416648,0.5747376093551825,0.9615181588282455,1.5480471830211067,1.792617108960247,0.3585626854296182,1.0080056432325466,1.578582767979242,1.8040657107569555,0.11481938707886141,0.9793512739947304,1.549457922777101,1.8172512154356082,-0.6240350877192983,-0.6240350877192983
0,24,3,0.0,6.426168737599109,False,False,0.965107620507021,0.00075,0.7203306445654583,0.03226434933184628,0.424287736876081,0.6844415811382881,0.19909764480261782,0.00010630233044979794,0.4347842680634191,0.7030394352168908,0.9493063965750885,0.04925327078053517,0.4570561799367624,0.7071698945890679,0.33628102703778384,0.06448747944805518,0.5089427374968378,0.73724292150296,0.32713958072426697,0.0719972754893736,0.5240592749483434,0.7402085087939683,0.04464217896438749,0.06638359822610591,0.5522263684846257,0.7805321741664784,0.5747376093551825,0.05417284130215331,0.5480471830211051,0.7926171089602455,0.3585626854296182,0.0646326719183505,0.5785827679792404,0.8040657107569541,0.11481938707886141,0.02623950484971719,0.5494579227770995,0.8172512154356066,0.6750677588545418,0.02696484514145138,0.5505409962404656,0.8180848269785702,-0.6766666666666667,-0.6766666666666667
0,25,1,0.5188762375000886,6.945044975099197,False,False,0.9438932743759247,0.0008,0.19909764480261782,0.07925932426304862,0.006450934730085767,0.2747061018835575,0.9493063965750885,0.19217541994083212,0.028722846603429084,0.2788365612557345,0.33628102703778384,0.13488903556532242,0.08060940416350452,0.30890958816962666,0.32713958072426697,0.15290945303957285,0.09572594161501001,0.3118751754606349,0.04464217896438749,0.2729465600404111,0.12389303515129238,0.35219884083314507,0.5747376093551825,0.25607897315255196,0.11971384968777178,0.36428377562691217,0.3585626854296182,0.21125100839611688,0.15024943464590707,0.37573237742362076,0.11481938707886141,0.21904467306877048,0.12112458944376613,0.38891788210227335,0.6750677588545418,0.22165927744732417,0.12220766290713224,0.3897514936452368,0.300383375416887,0.23236338891383115,0.15886056932994053,0.41470593974892384,-0.6992105263157895,-0.6992105263157895
0,26,3,0.11308492914558671,7.058129904244784,False,False,0.9383017756917197,0.00085,0.19909764480261782,0.18451174544872379,-0.0802157319365809,0.18803943521689082,0.9493063965750885,0.28880971429403685,-0.05794382006323758,0.19216989458906786,0.32713958072426697,0.04910395919554155,0.00905927494834335,0.22520850879396828,0.04464217896438749,0.32803869916744466,0.03722636848462571,0.2655321741664784,0.5747376093551825,0.2992748765336222,0.033047183021105105,0.2776171089602455,0.3585626854296182,0.14729434140790645,0.0635827679792404,0.2890657107569541,0.11481938707886141,0.21847977524799597,0.03445792277709946,0.3022512154356067,0.6750677588545418,0.22320860754118607,0.035540996240465576,0.30308482697857014,0.300383375416887,0.20054391983711078,0.07219390266327386,0.32803927308225717,0.8829933404523711,0.2555539518434851,0.07254038574407029,0.3404855413098039,-0.7037719298245615,-0.7037719298245615
0,27,9,0.09023017222684246,7.148360076471627,False,False,0.9315098163132374,0.0009,0.19909764480261782,0.3714830723668269,-0.19188239860324757,0.07637276855022417,0.9493063965750885,0.39911671516272673,-0.16961048672990425,0.0805032279224012,0.32713958072426697,0.20883121958161738,-0.10260739171832332,0.1135418421273016,0.04464217896438749,0.30652738516600764,-0.07444029818204095,0.15386550749981173,0.5747376093551825,0.2668895817922548,-0.07861948364556155,0.1659504422935788,0.3585626854296182,0.08209451912484468,-0.048083898687426276,0.17739904409028745,0.11481938707886141,0.1367370414788616,-0.07720874388956721,0.19058454876894,0.6750677588545418,0.14114818227742,-0.0761256704262011,0.1914181603119035,0.8829933404523711,0.12344868006813958,-0.03912628092259638,0.22881887464313724,0.33768204322197204,0.22639030529947748,-0.0009586262985567373,0.25558586069928274,-0.7096491228070176,-0.7096491228070176
0,28,9,0.779677239283237,7.928037315754864,False,False,0.9270130207219867,0.00095,0.32713958072426697,0.28836770738977086,-0.18427405838498997,0.03187517546063494,0.04464217896438749,0.23903847716217302,-0.15610696484870762,0.07219884083314507,0.5747376093551825,0.2034387043461067,-0.16028615031222823,0.08428377562691215,0.3585626854296182,0.19084889030440538,-0.12975056535409293,0.09573237742362077,0.11481938707886141,0.10034918742371654,-0.1588754105562339,0.10891788210227332,0.6750677588545418,0.09991644946765812,-0.15779233709286775,0.10975149364523683,0.33768204322197204,0.148387350224894,-0.0826252929652234,0.17391919403261605,0.11290247075073345,0.10899491067759975,-0.0847334322402988,0.18265237280064714,0.516849372913978,0.30147107121920436,0.0034632978261515744,0.23797185932027637,0.014683466307441106,0.3712665455309155,0.04716050784058249,0.275029326227888,-0.7139473684210527,-0.7139473684210527
0,29,9,0.26713327428157235,8.195170590036437,False,False,0.9173120177461083,0.001,0.33768204322197204,0.3022456182185365,-0.22595862629855523,0.03058586069928424,0.11290247075073345,0.23941599265355648,-0.22806676557363062,0.03931903946731533,0.014683466307441106,0.12827174427478544,-0.09617282549274933,0.1316959928945562,0.9858665463765668,0.3409157665127819,0.02693278155623375,0.18282036357991274,0.8992499562752831,0.3030793016372628,-0.02726526530126648,0.20683675154385128,0.9929999744297938,0.47836780170825227,0.08231333646452489,0.28513073969050007,0.3111732537847791,0.48411399765810414,0.06508607629799068,0.3020701837074133,0.5667513352311045,0.49809761177480627,0.06826930457480557,0.31317895069265433,0.8160262084125949,0.5926360973983628,0.10377551049912351,0.3706929833192286,0.18187197962488777,0.5894957010916708,0.12123540959845437,0.3820793486499042,-0.7214912280701754,-0.7214912280701754
0,30,9,0.6658987728162358,8.861069362852673,False,False,0.90473701204559,0.00105,0.8992499562752831,0.39641003081858645,-0.2122652653012665,0.021836751543851278,0.9929999744297938,0.2669249466838715,-0.10268666353547512,0.10013073969050007,0.3111732537847791,0.214431286141427,-0.11991392370200932,0.11707018370741329,0.5667513352311045,0.18645819223471108,-0.11673069542519443,0.12817895069265434,0.18187197962488777,0.1075940381287567,-0.06376459040154563,0.1970793486499042,0.5817890432983766,0.5135370321127246,0.30001306300431074,0.4708346432254136,0.8429632421866229,0.5197380695596113,0.3157648613226987,0.47522025592802797,0.43176030896823847,0.5074115123673691,0.2792971283731549,0.4788378368921046,0.17153388309140383,0.5114996762436325,0.28872676974580525,0.481592845642402,0.7023225406182241,0.6354849723826465,0.9008784473121917,1.1499080120909124,-0.7312280701754386,-0.7312280701754386
0,31,3,0.09682879387100655,8.95789815672368,False,False,0.8974441552126166,0.0011,0.5667513352311045,0.0018464314098436652,-0.23506402875852775,0.009845617359320992,0.18187197962488777,0.1501910730092261,-0.18209792373487896,0.07874601531657087,0.5817890432983766,0.8513025636381292,0.1816797296709774,0.35250130989208023,0.8429632421866229,0.861759865512448,0.19743152798936536,0.3568869225946946,0.43176030896823847,0.839826612251799,0.16096379503982158,0.3605045035587712,0.17153388309140383,0.8469328829342578,0.1703934364124719,0.36325951230906867,0.7023225406182241,1.0358300384338057,0.7825451139788584,1.031574678757579,0.18356480270699127,1.0334828875446278,0.8095442654754424,1.0740505489742707,0.4440508199381724,1.0409490290737726,0.8560290923134835,1.0819108957399204,0.4291229891192483,1.0430626321310172,0.9610389974036297,1.1845394845572628,-0.7374561403508771,-0.7374561403508771
